marketplace,customer_id,review_id,product_id,product_title,product_category,star_rating,helpful_votes,total_votes,review_headline,review_body,review_date,product_rating,seller_rating,shipping_rating
US,14600611,R1LOLERHCZVOC4,B00IAGERCI,Charming Paris Eiffel Tower Ladies Girl Women Lady Mens Gift Quartz Watch,Watches,3,0,0,Three Stars,Works,30/8/2015,3,5,5
US,435897,R1IKPI1RU5VOLY,B00UFOWAAO,ChiTronic Women Stylish Boho Color Block Leather Beads Strap Analog Quartz Movement Wrap Bracelet Wrist Watch Red/Green,Watches,4,0,0,Cute and colorful accessory,"I love this watch. I bought 2 of them in different colors but my complaint is they are easily broken. I can't expect too much for the price and I have gotten pretty good at fixing my jewelry. So, cute watch at a good price just go easy on it.",30/8/2015,4,5,5
US,22235353,R3IPMAHUXJRDBJ,B000EQTNCQ,Chronicles of Narnia Kids' MC2090 Aslan Coat of Arms Watch,Watches,3,0,0,Three Stars,"Watch itself it neat, but the rods that hold the band on keep popping off.",31/8/2015,3,5,5
US,27622503,RBKZZY6YSRYXA,B00BNPIAIU,Citizen Men's AT2187-51E Drive from Citizen Eco-Drive WDR 3.0 Chronograph Watch,Watches,5,0,0,Citizens watch,Beautiful watch! Son in Law loves it!,31/8/2015,5,5,5
US,46189902,R1A6ZHMS6ED9SM,B008RNKIV8,Citizen Men's AT8020-54L Blue Angels Stainless Steel Eco-Drive Dress Watch,Watches,5,0,1,The watch as expected was an amazing product from citizen,"The watch as expected was an amazing product from citizen, however the the cover was in a damaged condition which was quite upsetting since I was planning to gift this to some one.",31/8/2015,5,5,3
US,3579999,R2K7M2V6U7IHXR,B00DBUVLYA,Citizen Men's AT9013-03H Rose Gold-Tone Stainless Steel Eco-Drive Watch,Watches,2,0,1,"Hard for me to set watch,return it.","Love the looks,quality  n sizes of watch. Unfortunately I could not get it working properly. After 3 days trying , send it back. I am sure it was me running out of patients.",31/8/2015,2,5,5
US,37938811,R19W129XVGV9E9,B00DBUVHQW,"Citizen Men's AT9016-56H ""World Time A-T"" Stainless Steel Two-Tone Eco-Drive Watch",Watches,2,1,6,Two Stars,watch is too heavy. bought it for my father.,27/8/2015,2,5,5
US,50958302,R2SMQRI3BGGR0D,B009G6XXCG,Citizen Men's BM6752-02A Eco-Drive Gold-Tone Stainless Steel Watch,Watches,2,0,0,FAIL. Bad watch since back plate always falls off. What should I do?,"Back always falls/pops off. Could lose the back piece easily. Yes, it has the rubber &#34;O&#34; ring on it.",29/8/2015,2,5,5
US,7211452,R31U3UH5AZ42LL,B000EQS1JW,Citizen Men's BM8180-03E Eco-Drive Stainless Steel Watch with Green Canvas Band,Watches,5,0,0,Five Stars,"It works well on me. However, I found cheaper prices in other places after making the purchase",31/8/2015,5,5,5
US,32922430,R235GPL9UGOKHA,B00KL9I4QM,Citizen Men's CA4170-51E Shadowhawk Eco-Drive Stainless Steel Bracelet Watch,Watches,5,0,0,Great Deal!,Beautiful watch in almost perfect condition. Such a great deal compared to the regular price on this watch.,31/8/2015,5,5,5
US,37292515,RDF8GFY0V1CME,B008OC189I,Citizen Men's Drive from Citizen Eco-Drive AR 2.0 Stainless Steel Watch,Watches,5,0,0,Love it,"Love this watch. It looks very professional and masculine. Got it for my husband for his birthday. At first he thought the face was a little too big, but now he loves it. Great price too",31/8/2015,5,5,5
US,22102135,RI18EQ52ON3XW,B001QFYKTA,Citizen Men's JY0050-55L Blue Angels Skyhawk A-T Titanium Eco-Drive Watch,Watches,4,0,2,Design a bit lacking,The previous version was streamlined and had a flow from maid body through band. This version has a bit larger body and band is not as heavy and feels a bit cheaper.<br /><br />Technical functionally is great.,31/8/2015,4,5,5
US,32941000,R3CQYQ01U0E9CV,B005BRY49A,Citizen Men's Stainless Steel Eco Drive Watch,Watches,4,2,2,Highly efficient time piece.,"This is my third citizen watch, first review. I will be keeping short and simple. There is nothing else you would want on a watch, it has all of the essentials without breaking your wallet. I see people wearing name brand watches that need their batteries replaced, some sub par glass materials, and you have to set the correct date every time the month falls short of 31 days and it's all for about the same price as this beauty. If youre looking for a classy time piece and don't mind the dual tone design this is your watch. You will not be disappointed. I gave it four stars due to the dual tone design,  other than that is a magnificent time piece.",30/8/2015,4,5,5
US,38228360,R144DD05794GTM,B008FG78SS,Citizen Quartz Day and Date Black Dial Men's Watch - BK4052-59F,Watches,1,0,0,One Star,Bad quality. Stop working within a week after I got it.,31/8/2015,1,5,5
US,32555161,R2AM94MO10ICXK,B000ZPMYNG,Citizen Women's Eco-Drive Strap Watch with Black Dial,Watches,4,0,1,I like the watch a lot and recommend it,I like the watch a lot and recommend it.  But you should know that it's often hard to read in low light.,30/8/2015,4,5,5
US,19066506,R11W7CTUKJ8H88,B0019K9WRW,Citizen Women's EW3140-51E Eco-Drive Stainless Steel Sport Watch,Watches,5,0,0,I like the look of the watch and the fact that ...,I like the look of the watch and the fact that I don't need to buy batteries for it and that it is water resistant makes it a good purchase.,31/8/2015,5,5,5
US,20998704,R3DVZKLXEO2O8A,B001TWHSRQ,Classic Watch - Limited Edition Color,Watches,2,0,0,Hard to read!,Can't read the display due to glare. Seems like it's  from the high viz green face cause I have never had this problem on other g shocks.,30/8/2015,2,5,5
US,41685334,R18B7C8TW8QJCP,B00NJ395L0,Clockwork Synergy Premium Nylon Nato Watch Straps bands Brushed Steel Hardware,Watches,3,0,0,Three Stars,Very nice despite being a little thin compared to other brands!,28/8/2015,3,5,5
US,44597610,R2FWAV1IJLS3F6,B00ZIS7HUA,COACH Women's Tristen Gold/Navy Watch,Watches,4,2,2,It is more to the navy blue side all the same a good looking watch,The watch is classy looking and not very heavy. The teal color is not as pronounced as in the picture. It is more to the navy blue side all the same a  good looking watch.<br />The packing  was appalling.  Watch was out of the box and moving  around freely in a very very large  box because they included  it with another item . There was no packing material  at all. I have to wait and see if the watch continues to work. Four star because  of  the poor packing.,30/8/2015,4,5,4
US,2152826,R3MYAT5W2ODMY1,B00LKXMA1I,COCOTINA Brand New Lady Women Quartz Rhinestone Crystal Wrist Watch Rhombus gold surface,Watches,5,2,2,Shining,Its Great!!! So beautiful.<br /><br />Totally recommended. My mother loved it,31/8/2015,5,5,5
US,51481735,R2YE0JC1HQZLK8,B00K0XA0MA,"COHRO Men's Quartz Brass Plated Stainless Steel and Resin Watch, Color:Black (Model: GMT9889GRN)",Watches,3,1,1,Nice looking watch though,A little light and the face was hard for my husband to see. Nice looking watch though!!,28/8/2015,3,5,5
US,42904342,RXQUEP29DYX6Z,B008OSCYFO,Columbia Men's CT004 Singletrak Digital Display Quartz Watch,Watches,5,0,0,I like the large number display its easy for me to ...,I like the large number display its easy for me to see at night and for the money it's a pretty good value compared to other brands I like it.,31/8/2015,5,5,5
US,26050402,R1PFCOIMT3ND68,B00OHD6SLG,Cool Men's Racer Military Pilot Army Silicone Sports Watch,Watches,1,0,0,One Star,Lens cracked on the third day,31/8/2015,1,5,5
US,40447931,R5AEQ48WFIF60,B00WW2WKFM,Coromose® Women Round Dial Faux Leather Band Casual Quartz Analog Wrist Watch(yellow),Watches,3,0,0,BIG!,It works but it is a very large faced watch.,29/8/2015,3,5,5
US,5817304,R3JSJWR05XIF2A,B00HSWFXLY,CredDeal Roman Numerals Unisex Hand Wind Mechanical Pocket Watch With Fancy Box PW31,Watches,3,0,0,Surprisingly delicate.,"This is a very beautiful, sturdy looking watch. But don't buy on looks alone. This is surprisingly delicate for a mechanical watch. The winding mechanism provides little to no resistance, making it very easy to over wind the spring and break the watch. Looks great as a prop piece, but you must be careful if you are to use it on a daily basis.",30/8/2015,3,5,5
US,18983441,R11NC3R5NU7INK,B010CMNOOO,CURREN Men Nubuck Outdoor Sport Quartz Wrist Watch Brown,Watches,3,1,2,Three Stars,It is normal.,28/8/2015,3,5,5
US,18949762,R5Q58E5Q8H4SW,B00AJ2Y4OM,Curren White Case Stainless Steel Band Men Analog Wrist Watch (White),Watches,5,0,0,Five Stars,Good I love it,31/8/2015,5,5,5
US,28083844,R25F9IOX0U6YFK,B00IA8XB0K,CYMA 18mm Black Alligator Grain Genuine Leather Watchband with Gold-Plated S/S Buckle,Watches,5,0,0,Five Stars,good quality. on time,31/8/2015,5,5,5
US,50995605,R2V3ZB080VVJXG,B002ABXXJ2,Dakota Watch Company Mini Clip Microlight Watch,Watches,1,1,2,BAD Warranty,"Dakota claims to have excellent warranties, but not so.  I received one of these watches for Xmas a few years ago, and the first time I took it diving, the crystal came off the front, and thus the inner workings rusted. The watch was supposed to be waterproof.  When making a claim, I was told:  (1) no matter how I received the watch, I needed to prove purchase before they would warrant; and (2) only the inner workings of the watch are covered by warranty, with the crystal NOT covered at all, so they would charge $20 to repair.  Buy a different brand and check the warranty before purchase.",29/8/2015,1,5,5
US,11457439,R3EU8RBNO6FRR9,B007VC4CZO,DaLuca Ballistic Nylon NATO Watch Strap - Black (PVD Buckle) : 22mm,Watches,3,2,2,Great quality but inherent design flaw is annoying.,"Strap is great quality but the design is flawed. The loops for turning the strap back on itself are too near the buckle, meaning the tail of the strap sticks out a lot. I have a luminox branded nato strap on another watch which is much neater and more comfortable.",31/8/2015,3,5,5
US,42926542,R2VP7OGT64NOQS,B00DSCLUNS,Daniel David Men's | Classic Silver-Tone Bracelet Sports Watch | HA0474,Watches,2,0,1,is it a malewatch? The bracelet is a little too short for ...,It is cheap and I didn't expect a lot. But my question is: is it a male watch? The bracelet is a little too short for my hand and my arm. Half centimeter longer should be enough to fit comfortable,31/8/2015,2,5,5
US,49422039,R1GX83CG7CHSAU,B00DSCMIP2,Daniel David Women's | Two Tone Silver & Gold Self-Adjustable Links Watch | HA0328,Watches,1,0,0,One Star,After few month paint started peeling off!,31/8/2015,1,5,5
US,123528,R25V9X2B4T2SWF,B00BKQT5RC,Daniel Wellington Men's 0106DW St. Mawes Stainless Steel Watch with Brown Band,Watches,4,4,5,Why is this a $229 watch?,"Honestly, I think this is what a Daniel Wellington should cost...<br />Pros: lightweight (forget it's on) and simplistic (easily matches w/anything).<br />Cons: Thinness of whole piece (makes it look a bit cheap), No second hand (Could be a preference, but also makes it look lifeless mad cheap/broken) It just seems like Made in China is written all over it.<br /><br />Reason to buy: this is the best price out there, and the best part of DW is the easily interchangeable straps, I would suggest buying a couple of 20mm Nato straps to add some variety to this purchase ($5-15). Make sure you get rose gold though.",31/8/2015,4,5,5
US,4357179,R1M5VFN4QBGARN,B00BKQT5X6,Daniel Wellington Men's 0107DW Classic Sheffield Watch with Black Band,Watches,5,0,0,... been eyeing this watch for months now and i love it!,I've been eyeing this watch for months now and i love it!!,31/8/2015,5,5,5
US,9042657,R32597SSHRAX9H,B00BKQT6F8,Daniel Wellington Men's 0109DW Classic Bristol Stainless Steel Watch with Brown Strap,Watches,2,13,15,A bad shopping!,"I do not like this product cause it looks like an old one, the two watch straps worn, cannot as a present.",28/8/2015,2,5,5
US,111327,R3KO5DSGC51YX8,B00BKQT6I0,Daniel Wellington Women's 0506DW Classic Southhampton Stainless Steel Watch With Multi-Color Striped Band,Watches,4,0,0,Valuable,Nice,31/8/2015,4,5,5
US,2654867,R1TVGMK2V3ACJQ,B00BKQTA4A,Daniel Wellington Women's 0608DW Sheffield Stainless Steel Watch,Watches,1,0,1,One Star,Product was defective. Stopped working after 2 weeks.,30/8/2015,1,5,5
US,23038524,R8FSO1AWW1LCG,B00WYQBFAM,Dasone D0014 Women's Quartz White Ceramic Watches with Colorful Diamond Bezel,Watches,3,0,0,poor band,I got this watch on June 8th . I wore it for three weeks and the watch band fell apart. I called Amazon about the repair and was told  I had to call the seller as the warranty does not cover the band. I have never  had a ceramic watch band thus  I  have never had this problem. The watch is beautiful but it servers no purpose if the band is no good. I will try to call the seller for repair.,31/8/2015,3,3,5
US,16247481,R1KG4Q4MEYPYYE,B00UTXYKZE,DASSARI Carrera Distressed Leather GT Rally Racing Watch Strap,Watches,5,0,0,Good quality,Good quality with a reasonable price,31/8/2015,5,5,5
US,34654996,R53O53XWR39QX,B00OBTSWH4,DASSARI Monaco Smooth Leather Watch Band for panerai,Watches,5,0,0,Great.,"A lot of bang for the buck. I actually used this 24mm strap with adapters for an Apple Watch. Looks great, feels super comfortable. And yes, I'm a watch guy. I have straps that are $400 and ones that are super cheap. This one is a great strap for the money. The more I wear it, the more comfortable it gets, and it keeps it's look.",31/8/2015,5,5,5
US,20359729,R24A6A8QCMYCU8,B00V0G9OL4,DC Comics Batman Kids' BAT4177 Digital Display Quartz Multi-Color Watch,Watches,4,0,1,Worth the price!!!,Arrived earlier than we thought. My son is happy to have it. Easy to wear and to adjust the time. Fits well in his little arms. Overall happy with the product.,31/8/2015,4,5,5
US,16514606,R2TR3QSKGSXG4R,B003KFN3JC,deBeer brand Alligator Grain Watch Band (Silver & Gold Buckle) - Brown 18mm (Extra Long Length),Watches,4,0,0,Four Stars,"Decent quality watchband, but definitely very long!  Measure your wrist!",30/8/2015,4,5,5
US,17134628,R19ZQC5POFON4M,B012ME7OI2,Debeer Replacement Watch Strap - Teju Lizard Grain - Black - Fits 38mm Apple Watch [Silver Adapters],Watches,5,0,0,Great,Excellent quality. Solid. Would highly recommend.,31/8/2015,5,5,5
US,895754,R38D7CPW46N44G,B00HCU50G0,Despicable Me 2 LCD Watch,Watches,5,0,0,Five Stars,Amazing,31/8/2015,5,5,5
US,25634916,R3HER3QRTIAA52,B00Q6UGZWA,"DETOMASO Men's Quartz Stainless Steel and Leather Casual Watch, Color:Black (Model: DT1068-A)",Watches,3,1,1,Three Stars,"Nice looking watch, but I prefer a watch with a little bigger face. Other than that its great.",31/8/2015,3,5,5
US,1067230,R6XLQXD29Y8ZU,B00LNHO9LA,Diesel Men's DZ1673 Starship Analog Display Analog Quartz Black Watch,Watches,1,0,0,"its not well fineshed, parts of the bracelet is ...","its not well fineshed , parts of the bracelet is without painting. not elegant at all, it looks cheap!!!",29/8/2015,1,5,5
US,5753340,R21LAY33YNOJYS,B004Y4ZB5M,Diesel Men's DZ4210 Advanced Gunmetal-Tone Stainless Steel Watch with Brown Leather Band,Watches,1,4,5,A Good Looking Travesty,Watch looks great and is a definite eye-catcher except don't plan on getting even a drop of water on it.... ever. I wore it in a light drizzle and somehow moisture got locked inside the display and now the condensation blocks the display and is probably causing damage inside. I will be returning this and probably won't be buying Diesel again. For the price and the claims (water resistant up to 33 feet?) this is not remotely worth it. It's really a shame because this really is a good looking watch.,30/8/2015,1,5,5
US,17622093,R2VYPPNMZO6LYQ,B004LBIJ16,Diplomat 31-403/2 Boxy Double Package Programmed Carbon Fiber Double Brick Stacked Watch Winder,Watches,2,0,0,Two Stars,Stopped working in two years.,28/8/2015,2,5,5
US,46864212,R2VDOPJYDSCSGZ,B00A45ER8W,Diplomat 31-497 Matte Black Finish Watch Winder,Watches,3,1,1,Functions well; concerns about scratching during rotation !,"There is no question that the winder functions well; I do have some serious concerns that the rotations will scratch my two most expensive automatic watches because of the plastic watch inserts rubbing against the plastic slots during rotation !  Given my limited navigation skills,it would be appreciated if you would forward this message to the product link of the manufacturer !",28/8/2015,3,5,5
US,41778214,R1QFJD6DPCLM8G,B002CVUO9C,Diplomat Single Black Watch Winder with Built In IC Timer,Watches,2,0,0,Replacing after a year,"Round design and plastic materials are ugly, squeaked, and broke after a year. Did the job for the time being but i am happy and not surprised i'm replacing it.",30/8/2015,2,5,5
US,51692548,R2PI4UGEZS68P,B00GKEMD00,"Disney Anna, Snow Queen Elsa Girls' Stainless Steel Pink Watch",Watches,3,0,0,Three Stars,The strap hurts their wrist.,29/8/2015,3,5,5
US,117714,R183WXNVG4OAJ1,B009F7KTJ6,Disney Boys' Jake Blue Time Teacher Watch,Watches,5,0,0,Tick tock,Love it ! ; got it for my lil brother & it looked just like the picture & didn't look or feel cheap. Only bad thing is I got it to help him tell time however the numbers are extremely small,31/8/2015,5,5,5
US,22746643,R148A9UPY1PGGL,B00GXXJTAK,"Disney Kids' CZ1009 ""Time Teacher"" Cars Lightning McQueen Round Watch with Red Rubber Strap",Watches,2,0,0,The red ring came off and then the plastic that housed the watch hands came off so we had to throw it in the garbage.,We had this watch for only 1 month and then it broke. The outside red circle thing was able to be twisted around (not sure if it is supposed to do that) My son wore it to school one day and came home crying because it fell apart while he was doing his math center. The red ring came off and then the plastic that housed the watch hands came off so we had to throw it in the garbage.,27/8/2015,2,5,5
US,34359414,R1NOTN52PDGR9A,B00L3VDGSS,Disney Kids' FZN3550 Frozen Anna and Elsa Watch with White Rubber Band,Watches,1,0,0,but the numbers aren't there and she is disappointed. Rip off,"The white numbers on the pink border rubbed off on the first day my daughter wore it.  She was excited to learn how to use the numbers to tell time, but the numbers aren't there and she is disappointed.  Rip off.",29/8/2015,1,5,5
US,260271,RBP8V63QHJD0Z,B00MA9D9NY,Disney Kids' FZN3580 Frozen Anna and Elsa Flashing-Dial Watch with Glitter Pink Rubber Band,Watches,5,0,0,Timely fashion ...,This is a very pretty watch .... My granddaughter loved it!,31/8/2015,5,5,5
US,13592772,R1E6IKBKWV3CQ6,B002YK5WQQ,Disney Kids' TY1096 Toy Story Watch with Blue Jelly Band,Watches,2,0,0,Two Stars,"Cute but the crystal lid fell off after a few weeks,",28/8/2015,2,5,5
US,51692548,R37EA2JOVOGIX2,B005OVC4G8,"Disney Kids' W000022 ""Time Teacher"" Stainless Steel Watch with Blue Nylon Band",Watches,3,0,0,Three Stars,The strap hurts their wrist.,29/8/2015,3,5,5
US,34839240,R3L8WN020BO118,B010V7Y9NA,Disney Kids' W002369 Mickey Mouse Time Teacher Watch with Black Band,Watches,1,1,1,Poorly made watch I sent it back.,The outer ring with the numbers on it is made of really flimsy plastic. The watch face is made of plastic too. With an active kid it would probably be scratched in no time and the band is just a thin strip of fabric. I like the concept of the watch but the execution is poorly done.,30/8/2015,1,5,5
US,12084008,R3DD4DQEGBPUFT,B003DIRJSM,Disney Men's MCK619 Mickey Mouse Black Strap Easy Read Watch,Watches,3,0,0,Three Stars,band broke shortly after my son started wearing it.,30/8/2015,3,5,5
US,13188286,R2MBU82U0WFPEO,B0055QD0EC,Disney Women's MK2106 Mickey Mouse White Bracelet Watch with Rhinestones,Watches,3,1,1,Dead Battery out of the box,"I gave it as a gift and just got a call that the battery doesn't work, so I'll be sending it back. Although she liked the watch I'm hesitant to order it again.",30/8/2015,3,5,5
US,350115,R4B2D97PR28G1,B002YK5W5M,Disney Women's MN1023 Minnie Mouse White Dial Red Strap Watch,Watches,4,0,0,Four Stars,Nice swatch with a crappy plastic strap! I will buy a new strap!,30/8/2015,4,5,5
US,138918,R2BLWXNF3FRX0I,B00L3VDGU6,Disney's Frozen Elsa & Anna Singing Watch - Let it GO!,Watches,5,0,0,Five Stars,My niece loved it,31/8/2015,5,5,5
US,40949278,R1COJ1XF7OOJV0,B00AF5K7RG,DKNY 3-Hand Silver-Tone Women's watch #NY8756,Watches,3,0,0,It's OK as a watch,"The winding crown fell out shortly after my girl started wearing it and while we found it and were able to get it repaired, it cost us money to do that.<br />Hard to read the numbers so to tell time it could be a lot better (although I'm not expecting much from such a small face.)",28/8/2015,3,5,5
US,14626251,RQZ7UHW42WW32,B00CHEZ1CO,DKNY Crossover Gold Stainless Steel Women's watch #NY8873,Watches,3,0,0,A bit too yellow in person.,The watch is more yellow color than I would have liked but it fits well and works. It did not look like the picture in my opinion which was a lighter gold color.  I have since purchased another slim style gold watch that I prefer to wear instead of this one.  It is still a nice watch just a bit off in color for my taste anyway.,30/8/2015,3,5,5
US,150916,R2R4XPHTT9CCBN,B00C1C5J9W,Domire Fashion Accessories Trial Order New Quartz Fashion Weave Wrap Around Leather Bracelet Lady Woman Butterfly Wrist Watch,Watches,5,0,0,Love this watch,"Love this watch, I just received it yesterday it looks really nice on my wrist, my friends and family love it.",31/8/2015,5,5,5
US,28341633,R1Z5DGJ5JIKSPX,B00EE7ZLYA,Domire Fashion Accessories Trial Order New Quartz Fashion Weave Wrap Around Leather Bracelet Lady Woman Leaf Wrist Watch,Watches,5,0,0,Five Stars,Very nice and reasonably price!,31/8/2015,5,5,5
US,2312528,RR3PTKG0QYPJT,B00KA7TL8A,DREAMUS®HOT!!! U8 Bluetooth Smart Wristband Watch Phone for Android Samsung S2/S3/S4/S5/Note 2/Note 3 HTC...(IOS System and Blackberry System Can Use Partial Function),Watches,5,0,0,works well,excellent,31/8/2015,5,5,5
US,19544288,R2XZ4AO4DY1UBE,B00CAE6TG8,Earth Wood Rhizomes,Watches,2,1,1,Perfect if you want everyone to know that you are ...,The pictures don't really give you an impression of how big it is. THIS THING IS GIANORMOUS!!! Perfect if you want everyone to know that you are wearing a watch. But not really my style.,31/8/2015,2,5,5
US,37492909,R2R0CCEG1TGZUL,B00N1S8ZOG,Elegant Rose Golden Oval Quartz Watch OL Lady Cuff Bangle Bracelet,Watches,4,0,0,Four Stars,good one,31/8/2015,4,5,5
US,40426578,R24OMEFUR1UEPI,B00N1S8ZOG,Elegant Rose Golden Oval Quartz Watch OL Lady Cuff Bangle Bracelet,Watches,1,0,0,One Star,came broken in 3 pieces,30/8/2015,1,1,5
US,2583036,RVAIJGC4LEZLS,B00I4I9QBE,Elini Barokas Men's ELINI-10056-01-WHTSA Gladiator Analog Display Swiss Quartz White Watch,Watches,2,0,0,Worked for about a week. Then stopp watch function ...,Worked for about a week. Then stopp watch function mis worked- the second hand does not reset to zero and neither does the minute hand.<br />Otherwise ok ?,29/8/2015,2,2,5
US,45595950,R1DJDHC6E29UA6,B00E64PBCI,Elini Barokas Women's 10197-BB-02S-WHT Artisan Watch,Watches,5,0,0,Five Stars,My wife loves this watch.,31/8/2015,5,5,5
US,16999399,R14NDCXF0JOZE5,B00BIKMM0M,ESQ Movado Unisex 07301432 ESQ ONE Black Stainless Steel Watch with Yellow Silicone Band,Watches,5,2,2,FUN!,"If looking for a FUN / Practical & good quality watch for the Spring / Summer, this is the one to grab!!!  I definitely am enjoying mine this Summer '15.",31/8/2015,5,5,5
US,14604472,R28GT4MU5AA91S,B00EXM3ESG,ESS Black Bezel Skeleton Dial Mechanical Automatic Watch Mens Stainless Steel Case WM257,Watches,4,0,0,Inexpensive solid watch!,For a very inexpensive watch I was pleasantly surprised! Construction was solid. Band feels cheap and lightweight and appears to be like aluminum but so far holds up well. It is an automatic but also has a mechanical winder as well. For $15 dollars you can't go wrong.,31/8/2015,4,5,5
US,48576705,RMHPLJ6LGV7ZO,B009SJBZM6,ESS Men's Black Leather Luxury Skeleton Dial Hand-Wind Up Mechanical Wrist Watch WM119,Watches,4,0,0,Four Stars,Looks good still working,30/8/2015,4,5,5
US,641281,R25EQ4YQNA9U9I,B004KX3262,ESS Men's Stainless Steel Case White Dial Amber Front Antique Pocket Watch with Chain WP013-ESS,Watches,5,0,0,Five Stars,A great watch.,31/8/2015,5,5,5
US,1107985,R1JJ52A36V3AM8,B00IHG2RRS,EVERMARKET(TM) Premium Anti-spy Privacy Screen Protector for Samsung Galaxy Note 3 III N9000,Watches,1,0,0,Not worth it.. it's just a dark screen ...,Not worth it .. it's just a dark screen protector it doesn't add any Privacy..  I took it off right away,30/8/2015,1,5,5
US,44358594,R241498HLG65NY,B00HYUSRE0,Expedition Chrono Alarm Timer Watch,Watches,5,1,1,Great watch for boating.,Watch works very well.,31/8/2015,5,5,5
US,10940664,R22RLHZURVJFCN,B0047EU2FS,Extra Long Watch Band Genuine Leather Calfskin Light Brown 22 millimeters Tech Swiss,Watches,5,0,0,Great leather watch band.,It's a very nice watch band. Good leather and is well made.  This should last a long time.,31/8/2015,5,5,5
US,25319573,R53XKY1WJPN5I,B00MRWBU3U,EYKI OVERFLY Two Time Zone Special Design Fashion Quartz Watch,Watches,3,0,1,Three Stars,Its a mans watch!,29/8/2015,3,5,5
US,4085013,R1ZUYMXBEKVW2K,B00JL6OA8W,FACILLA® 22mm Durable Silver Steel Watch Band Strap Pin Buckle Adjustable,Watches,4,0,0,"Not good for my watch, but a good strap!",The strap itself is pretty great but it didn't come with the springs to put it on my watch (which every strap I've ordered online thus far HAS included) so I was kinda bummed about that.. It unfortunately doesn't look really good with my original white Pebble watch so I won't be using it after all - but it's a good strap if you have a conventional watch to re-strap!,31/8/2015,4,5,5
US,41062795,R1EAAGV4L4OFR5,B00MFBDLF8,Fafada Mens Retro Mechanical Skeleton Roman Numeral Manual Wind Antique Zodiac Symbol Pocket Watch,Watches,5,0,0,Thewatch came in a timely manner and in an absolutely ...,"The watch came in a timely manner and in an absolutely beautiful box. The watch itself has a gorgeous antique styled face, the winding action is precise and tight and the casing is a total conversation starter. This watch is easily worth twice the cost.",31/8/2015,5,5,5
US,11190168,R3T1Y7PFR50I4H,B00M35Q0F4,Fanmis Bluetooth Smart Watch Wrist Wrap Watch Phone for IOS Apple Iphone 4/4s/5/5c/5s Android Samsung S2/s3/s4/note 2/note 3 HTC Nokia... (Black),Watches,1,0,0,Does not work,This does not work with the IPhones,31/8/2015,1,5,5
US,41097811,R36PNVUE8NPTF6,B00M35Q0F4,Fanmis Bluetooth Smart Watch Wrist Wrap Watch Phone for IOS Apple Iphone 4/4s/5/5c/5s Android Samsung S2/s3/s4/note 2/note 3 HTC Nokia... (Black),Watches,1,0,1,Worst smart watch,It was alright the first week but it stopped working after 2 weeks of use worst watch ever I would spend my money on a apple watch,29/8/2015,1,5,5
US,33513407,R1H50H865ZBE9C,B00XGNFO86,Fanmis Russian Skeleton Black Dial Silver Stainless Steel Luxury Men's Automatic Mechancial Wrist Watch,Watches,1,0,1,Awful,My watch stopped working almost right away! Gumball machine quality.,31/8/2015,1,5,5
US,16384379,R1WBRD2SBCYK46,B00PYR08EW,Fanmis® Multifunction Waterproof Digital LCD Alarm Date Mens Military S-Shock Sports LED Wrist Watches,Watches,3,1,2,The watch was purchased as a gift for a child ...,"The watch was purchased as a gift for a child. Visually, the watch seems to be well made and operative.  What I was not fond of was the difficulty to set the time.  For some reason you can adjust the digital time but not the analog. Thats a bummer, especially for a kid.",28/8/2015,3,5,5
US,14402563,R1PJ4FG7BD6EGH,B007XR196W,FASH Limited 42 pcs Premium Watch Set with Interchangeable Bands & False Nails,Watches,3,0,0,Three Stars,"bangles seem like they wont last, but im watching closely",31/8/2015,3,5,5
US,34178900,R34WPK945YQSE,B00JXEO6BI,Fashion Mens RPM Turbo Blue Flash LED Watch Gift Sports Watches Car Meter Dial,Watches,1,2,3,"thought It was a awesome item, very disappointed","it came broken, I didn't bother to send it back, thought It was a awesome item, very disappointed",30/8/2015,1,5,5
US,2364497,R2QAU409Q4ON77,B011A0W3JE,Fashion Movie Black&red Deadpool Mask Quartz Pocket Watch Necklace Chain Pendant Mens Womens Gifts P193,Watches,5,0,0,Better than expected.,"I wasn't expecting much for the price....It came on kind of a cheap necklace type chain, but the watch itself was actually a lot nicer than I had ever expected.",31/8/2015,5,5,5
US,47816425,R3IHN0OAMRTKO4,B00F43IC26,Ferrari Men's 0830105 Race Day Analog Display Quartz Black Watch,Watches,5,0,0,Five Stars,"love it. ellegant sleek, and ferrari",31/8/2015,5,5,5
US,822587,R2L8O247QY12VI,B00SV466OQ,Ferrari Men's 830237 D 50 Stainless Steel Watch with Striped Leather Band,Watches,4,1,1,Four Stars,"Outstanding, the watch looks great",30/8/2015,4,5,5
US,7946452,R33FKZ7U6AS2OA,B004S25TV6,Festina Men's Retro F16486/4 Black Leather Quartz Watch with Black Dial,Watches,1,0,1,One Star,My god poor quality this item,30/8/2015,1,5,5
US,17067445,R12GY1BC5ZMHK2,B006GJCV5G,Festina Women's F16580/3 Brown Leather Quartz Watch with Brown Dial,Watches,4,0,0,Four Stars,Excellent product!...great deal!,31/8/2015,4,5,5
